marginal_price,ordinary_base,ordinary_quote,inventory_ratio,active_liquidity
0.97,205.34616513361902,174.8857801796105,0.8516632393198679,1000.0
0.972,204.30103241697435,175.900603509299,0.8609873451363151,1000.0
0.974,203.25912044971898,176.91438331802618,0.8703884132067284,1000.0
0.976,202.22041272364493,177.92712281827758,0.8798672716657608,1000.0
0.978,201.1848928487621,178.93882520608926,0.8894247608373059,1000.0
0.98,200.15254455221057,179.94949366116663,0.899061733458133,1000.0
0.982,199.1233516771889,180.9591313469997,0.9087790549064464,1000.0
0.984,198.09729818188984,181.96774141097958,0.9185776034355585,1000.0
0.986,197.07436813845106,182.97532698451278,0.9284582704127547,1000.0
0.988,196.0545457319172,183.98189118313422,0.9384219605635108,1000.0
0.99,195.0378152592121,184.98743710662,0.9484695922212071,1000.0
0.992,194.02416112812352,185.99196783909863,0.9586020975824715,1000.0
0.994,193.01356785629923,186.99548644916138,0.9688204229683046,1000.0
0.996,192.00602007025293,187.997995989972,0.979125529091148,1000.0
0.998,191.00150250438278,188.99949949937422,0.9895183913280335,1000.0
1.0,190.0,190.00000000000006,1.0000000000000002,1000.0
1.002,189.00149750436705,190.99950049937593,1.0105713606579372,1000.0
1.004,188.00598006974903,191.99800399002783,1.0212334943750077,1000.0
1.006,187.01343285247177,192.99551344958672,1.0319874380458756,1000.0
1.008,186.02384111199478,193.9920318408906,1.0428342446928542,1000.0
1.01,185.03719020998923,194.987562112089,1.0537749837792478,1000.0
1.012,184.05346560943008,195.98210719674347,1.0648107415299994,1000.0
1.014,183.0726528736967,196.97567001392832,1.0759426212598964,1000.0
1.016,182.0947376656812,197.9682534683323,1.0871717437095532,1000.0
1.018,181.11970574691065,198.95986045035517,1.098499247389313,1000.0
1.02,180.14754297667426,199.95049383620787,1.1099262889313883,1000.0
1.022,179.17823531116332,200.94015648800894,1.1214540434503866,1000.0
1.024,178.21176880261862,201.92885125388133,1.133083704912502,1000.0
1.026,177.24812959848714,202.91658096804807,1.1448164865136043,1000.0
1.028,176.28730394058948,203.90334845092613,1.1566536210664582,1000.0
1.03,175.32927816429313,204.889156509222,1.1685963613973798,1000.0
1.032,174.37403869769722,205.8740079360236,1.1806459807525371,1000.0
1.034,173.4215720608249,206.85790551089286,1.1928037732142152,1000.0
1.036,172.47186486482417,207.8408519999578,1.2050710541273169,1000.0
1.038,171.5249038111775,208.8228501560024,1.217449160536386,1000.0
1.04,170.5806756909201,209.80390271855708,1.2299394516334703,1000.0
1.042,169.63916738386533,210.78401241398757,1.2425433092171354,1000.0
1.044,168.70036585783902,211.76318195558417,1.2552621381629574,1000.0
1.046,167.7642581679232,212.74141404364772,1.2680973669057969,1000.0
1.048,166.83083145570447,213.71871136557814,1.2810504479342775,1000.0
1.05,165.90007294853308,214.69507659595996,1.2941228582977446,1000.0
1.052,164.97196995878974,215.6705123966468,1.3073161001261102,1000.0
1.054,164.0465098831573,216.6450214168479,1.3206317011630058,1000.0
1.056,163.12368020190362,217.61860629321046,1.334071215312557,1000.0
1.0579999999999998,162.2034684781696,218.59126964990315,1.3476362232002614,1000.0
1.06,161.2858623572642,219.56301409870002,1.3613283327483854,1000.0
1.062,160.37084956596985,220.53384223906022,1.3751491797662507,1000.0
1.064,159.4584179118516,221.5037566582102,1.3891004285559712,1000.0
1.066,158.54855528257465,222.47275993122446,1.4031837725340373,1000.0
